hospital_id,hospital_org_id,ein,name,name_cr,street_address,city,state,zip_code,fips_state_and_county_code,hospital_bed_count,chrch_affl_f,urban_location_f,children_hospital_f,memb_counc_teach_hosps_f,medicare_provider_number,county,hospital_bed_size,updated_dt
2669,2110,250965237,Armstrong County Memorial,Armstrong County Memorial,One Nolte Drive,Kittanning,PA,16201,42005,154,N,Y,N,N,390163,Armstrong County,100-299 beds,"November 20, 2023"
2670,2026,208295721,Upmc - Presbyterian Shadyside,Upmc - Presbyterian Shadyside,200 Lothrop Street,Pittsburgh,PA,15213,42003,1577,N,Y,N,Y,390164,Allegheny County,>299 beds,"November 20, 2023"
2671,2111,231637191,Taylor Hospital,,175 East Chester Pike,Ridley Park,PA,19078,42045,190,N,Y,N,N,390167,Delaware County,100-299 beds,"November 20, 2023"
2672,2112,250965274,Butler Memorial Hospital,Butler Memorial Hospital,One Hospital Way,Butler,PA,16001,42019,294,N,Y,N,N,390168,Butler County,100-299 beds,"November 20, 2023"
2673,2113,250965404,Indiana Regional Medical Center,Indiana Regional Medical Center,835 Hospital Road,Indiana,PA,15701,42063,166,N,N,N,N,390173,Indiana County,100-299 beds,"November 20, 2023"
2674,2114,232829095,Thomas Jefferson Univ Hospital,Thomas Jefferson Univ Hospital,111 South 11th Street,Philadelphia,PA,19107,42101,925,N,Y,N,Y,390174,Philadelphia County,>299 beds,"November 20, 2023"
2675,2026,208295721,Upmc Horizon Hospital,Upmc Horizon Hospital,110 North Main Street,Greenville,PA,16125,42085,201,N,Y,N,Y,390178,Mercer County,100-299 beds,"November 20, 2023"
2676,2115,230469150,The Chester County Hospital,The Chester County Hospital,701 E Marshall Street,West Chester,PA,19380,42029,263,N,Y,N,N,390179,Chester County,100-299 beds,"November 20, 2023"
2677,2111,231637191,Crozer Chester Medical Center,Crozer Chester Medical Center,One Medical Center Boulevard,Upland,PA,19013,42045,672,N,Y,N,Y,390180,Delaware County,>299 beds,"November 20, 2023"
2678,2116,251550350,Miners Memorial Medical Center,Miners Memorial Medical Center,360 West Ruddle Street,Coaldale,PA,18218,42107,108,N,N,N,Y,390183,Schuylkill County,100-299 beds,"November 20, 2023"
2679,2117,251494705,Highlands Hospital,Highlands Hospital,401 East Murphy Avenue,Connellsville,PA,15425,42051,64,N,Y,N,N,390184,Fayette County,<100 beds,"November 20, 2023"
2680,2118,232421970,Lehigh Valley Hospital-Hazleton,Lehigh Valley Hospital-Hazleton,700 East Broad Street,Hazleton,PA,18201,42079,150,N,Y,N,N,390185,Luzerne County,100-299 beds,"November 20, 2023"
2681,2119,232647930,Shamokin Area Community Hospital,Shamokin Area Community Hospital,4200 Hospital Road,Coal Township,PA,17866,42097,55,N,N,N,N,390189,Northumberland County,<100 beds,"November 20, 2023"
2682,2120,240779665,Tyler Memorial Hospital,Tyler Memorial Hospital,880 State Route 6 West,Tunkhannock,PA,18657,42131,60,N,Y,N,N,390192,Wyoming County,<100 beds,"November 20, 2023"
2683,2038,240795436,Blue Mountain Hospital,Blue Mountain Hospital,211 N 12th Street,Lehighton,PA,18235,42025,159,N,Y,N,N,390194,Carbon County,100-299 beds,"November 20, 2023"
2684,2098,231352160,Lankenau Medical Center,Lankenau Medical Center,100 E Lancaster Ave,Wynnewood,PA,19096,42091,331,N,Y,N,Y,390195,Montgomery County,>299 beds,"November 20, 2023"
2685,2121,231352156,American Oncologic Hospial,American Oncologic Hospial,7701 Burholme Avenue,Philadelphia,PA,19111,42101,100,N,Y,N,Y,390196,Philadelphia County,100-299 beds,"November 20, 2023"
2686,2055,231352213,St Lukes Hospital - Sacred Heart Campus,,421 West Chew Street,Allentown,PA,18102,42077,175,N,Y,N,Y,390197,Lehigh County,100-299 beds,"November 20, 2023"
2687,2123,251002937,Millcreek Community Hospital,Millcreek Community Hospital,5515 Peach Street,Erie,PA,16509,42049,144,N,Y,N,Y,390198,Erie County,100-299 beds,"November 20, 2023"
2688,2124,250965210,Punxsutawney Area Hospital,Punxsutawney Area Hospital,81 Hillcrest Drive,Punxsutawney,PA,15767,42065,49,N,N,N,N,390199,Jefferson County,<100 beds,"November 20, 2023"
2689,2125,240795623,Pocono Medical Center,Pocono Medical Center,206 East Brown Street,East Stroudsburg,PA,18301,42089,264,N,Y,N,Y,390201,Monroe County,100-299 beds,"November 20, 2023"
2690,2126,231352174,Doylestown Hospital,Doylestown Hospital,595 West State Street,Doylestown,PA,18901,42017,271,N,Y,N,N,390203,Bucks County,100-299 beds,"November 20, 2023"
2691,2127,232794121,Nazareth Hospital-Phila  Pa,Nazareth Hospital-Phila  Pa,2601 Holme Avenue,Philadelphia,PA,19152,42101,203,N,Y,N,Y,390204,Philadelphia County,100-299 beds,"November 20, 2023"
2692,2114,232829095,Methodist Hospital,,2301 South Broad Street,Philadelphia,PA,19148,42101,271,N,Y,N,Y,390205,Philadelphia County,100-299 beds,"November 20, 2023"
2693,2066,251778644,Community Gen Osteopathic Hospital,,4300 Londonderry Rd,Harrisburg,PA,17109,42043,157,N,Y,N,Y,390206,Dauphin County,100-299 beds,"November 20, 2023"
2694,2128,250979377,Sharon Regional Health System,Sharon Regional Health System,740 East State Street,Sharon,PA,16146,42085,201,N,Y,N,N,390211,Mercer County,100-299 beds,"November 20, 2023"
2695,2032,900759236,Frick Hospital,Frick Hospital,508 Church Street,Mount Pleasant,PA,15666,42129,210,N,Y,N,N,390217,Westmoreland County,100-299 beds,"November 20, 2023"
2696,2032,900759236,Latrobe Area Hospital,Latrobe Area Hospital,One Mellon Way,Latrobe,PA,15650,42129,188,N,Y,N,Y,390219,Westmoreland County,100-299 beds,"November 20, 2023"
2697,2040,232201344,Jennersville Hospital,,1015 West Baltimore Pike,West Grove,PA,19390,42029,63,N,Y,N,N,390220,Chester County,<100 beds,"November 20, 2023"
2698,2129,231529076,Riddle Hospital,Riddle Hospital,1068 W Baltimore Pike,Media,PA,19063,42045,212,N,Y,N,N,390222,Delaware County,100-299 beds,"November 20, 2023"
2699,2130,232810852,Presbyterian Medical Center,Presbyterian Medical Center,39th & Market Streets,Philadelphia,PA,19104,42101,305,N,Y,N,Y,390223,Philadelphia County,>299 beds,"November 20, 2023"
2700,2131,231370484,Ephrata Community Hospital,Ephrata Community Hospital,169 Martin Avenue,Ephrata,PA,17522,42071,130,N,Y,N,N,390225,Lancaster County,100-299 beds,"November 20, 2023"
2701,2132,311538725,Pennsylvania Hospital Of Uphs,Pennsylvania Hospital Of Uphs,8th & Spruce,Philadelphia,PA,19107,42101,475,N,Y,N,Y,390226,Philadelphia County,>299 beds,"November 20, 2023"
2702,2133,611663540,St Clair Memorial Hospital,St Clair Memorial Hospital,1000 Bower Hill Road,Pittsburgh,PA,15243,42003,328,N,Y,N,N,390228,Allegheny County,>299 beds,"November 20, 2023"
2703,2134,231352152,Abington Memorial Hospital,Abington Memorial Hospital,1200 Old York Road,Abington,PA,19001,42091,880,N,Y,N,Y,390231,Montgomery County,>299 beds,"November 20, 2023"
2704,2135,231360851,Upmc Hanover,Upmc Hanover,300 Highland Avenue,Hanover,PA,17331,42133,93,N,Y,N,N,390233,York County,<100 beds,"November 20, 2023"
2705,2041,232825878,Temple Univ Hosp Episcopal Hospital,,Front St  Lehigh Ave,Philadelphia,PA,19125,42101,285,N,Y,N,Y,390235,Philadelphia County,100-299 beds,"November 20, 2023"
2706,2071,240795463,Guthrie Towanda Memorial Hospital,,91 Hospital Drive,Towanda,PA,18848,42015,41,N,N,N,N,390236,Bradford County,<100 beds,"November 20, 2023"
2707,2137,240795456,Regional Hospital Of Scranton,Regional Hospital Of Scranton,746 Jefferson Avenue,Scranton,PA,18501,42069,274,Y,Y,N,Y,390237,Lackawanna County,100-299 beds,"November 20, 2023"
2708,2055,231352213,St Lukes Hospital - Allentown Campus,,1736 Hamilton St,Allentown,PA,18104,42077,150,N,Y,N,Y,390242,Lehigh County,100-299 beds,"November 20, 2023"
2709,2138,251854772,Milton S Hershey Medical Center,Milton S Hershey Medical Center,500 University Drive,Hershey,PA,17033,42043,564,N,Y,N,Y,390256,Dauphin County,>299 beds,"November 20, 2023"
2710,2139,231913910,St Mary Medical Center,St Mary Medical Center,1201 Langhorne Newtown Rd,Langhorne,PA,19047,42017,373,N,Y,N,N,390258,Bucks County,>299 beds,"November 20, 2023"
2711,2140,232367707,Muhlenberg Hospital Center,Muhlenberg Hospital Center,2100 Mack Boulevard,Allentown,PA,18105,42077,184,N,Y,N,N,390263,Lehigh County,100-299 beds,"November 20, 2023"
2712,1631,821406555,Jefferson Regional Medical Center,Jefferson Regional Medical Center,565 Coal Valley Road,Pittsburgh,PA,15236,42003,390,N,Y,N,Y,390265,Allegheny County,>299 beds,"November 20, 2023"
2713,1631,821406555,Grove City Medical Center,Grove City Medical Center,631 North Broad St Ext,Grove City,PA,16127,42085,67,N,Y,N,N,390266,Mercer County,<100 beds,"November 20, 2023"
2714,1631,821406555,Forbes Regional Hospital,Forbes Regional Hospital,2570 Haymaker Road,Monroeville,PA,15146,42003,349,N,Y,N,Y,390267,Allegheny County,>299 beds,"November 20, 2023"
2715,2143,240795682,Mount Nittany Medical Center,Mount Nittany Medical Center,1800 East Park Avenue,State College,PA,16803,42027,260,N,Y,N,N,390268,Centre County,100-299 beds,"November 20, 2023"
2716,2144,231996150,Geisinger Wyoming Valley Med Ctr,Geisinger Wyoming Valley Med Ctr,1000 East Mountain Drive,Wilkes Barre,PA,18702,42079,310,N,Y,N,Y,390270,Luzerne County,>299 beds,"November 20, 2023"
2717,2145,231352115,Eagleville Hospital,Eagleville Hospital,100 Eagleville Road,Eagleville,PA,19403,42091,83,N,Y,N,N,390278,Montgomery County,<100 beds,"November 20, 2023"
2718,2026,208295721,Upmc Cranberry,,One St Francis Way,Cranberry Twp,PA,16066,42019,32,N,Y,N,N,390291,Butler County,<100 beds,"November 20, 2023"
2719,2146,843843850,Lvh- Coordinated Allentown,,1503 Cedar Crest Boulevard,Allentown,PA,18104,42077,20,N,Y,N,N,390321,Lehigh County,<100 beds,"November 20, 2023"
2720,2114,232829095,Rothman Orthopaedic Specialty Hospit,Rothman Orthopaedic Specialty Hospit,3300 Tillman Drive,Bensalem,PA,19020,42017,24,N,Y,N,N,390322,Bucks County,<100 beds,"November 20, 2023"
2721,2098,231352160,Physicians Care Surgical Hospital,Physicians Care Surgical Hospital,454 Enterprise Drive,Royersford,PA,19468,42091,12,N,Y,N,N,390324,Montgomery County,<100 beds,"November 20, 2023"
2722,2147,454394739,St Luke Hospital Anderson Campus,St Luke Hospital Anderson Campus,1872 St Lukes Boulevard,Easton,PA,18045,42095,108,N,Y,N,Y,390326,Northampton County,100-299 beds,"November 20, 2023"
2723,2148,232899911,Wellspan Surgery And Rehab Hospital,Wellspan Surgery And Rehab Hospital,45 Monument Drive Suite 200,York,PA,17403,42133,73,N,Y,N,N,390327,York County,<100 beds,"November 20, 2023"
2724,2026,208295721,Upmc East Hospital,Upmc East Hospital,2775 Mosside Blvd,Monroeville,PA,15146,42003,155,N,Y,N,N,390328,Allegheny County,100-299 beds,"November 20, 2023"
2725,2100,465338502,Einstein Medical Center Montgomery,Einstein Medical Center Montgomery,559 West Germantown Pike,East Norriton,PA,19403,42091,171,N,Y,N,N,390329,Montgomery County,100-299 beds,"November 20, 2023"
2726,2149,465143606,St Lukes Hospital - Monroe Campus,St Lukes Hospital - Monroe Campus,100 St Lukes Lane,Stroudburg,PA,18360,42089,98,N,Y,N,N,390330,Monroe County,<100 beds,"November 20, 2023"
2727,2150,236000204,Wills Eye Hospital,Wills Eye Hospital,900 Walnut Street,Philadelphia,PA,19107,42101,4,N,Y,N,N,390331,Philadelphia County,<100 beds,"November 20, 2023"
2728,2151,824432109,Geisinger Stlukes,Geisinger Stlukes,100 Paramount Blvd,Orwigsburg,PA,17961,42107,32,N,N,N,N,390332,Schuylkill County,<100 beds,"November 20, 2023"
2729,1631,821406555,Ahn Wexford Hospital,,12351 Perry Highway,Wexford,PA,15090,42003,100,N,Y,N,N,390334,Allegheny County,100-299 beds,"November 20, 2023"
2730,2152,861248931,St Lukes Hospital - Carbon Campus,,500 St Lukes Drive,Lehighton,PA,18235,42025,40,N,Y,N,Y,390335,Carbon County,<100 beds,"November 20, 2023"
2731,2153,240792115,Jersey Shore Hospital,Jersey Shore Hospital,1020 Thompson Street,Jersey Shore,PA,17740,42081,25,N,Y,N,Y,391300,Lycoming County,<100 beds,"November 20, 2023"
2732,2026,208295721,Muncy Valley Hospital,Muncy Valley Hospital,215 East Water Street,Muncy,PA,17756,42081,20,N,Y,N,N,391301,Lycoming County,<100 beds,"November 20, 2023"
2733,2155,251002946,Meyersdale Medical Center,,200 Hospital Drive,Myersdale,PA,15552,42111,20,N,N,N,N,391302,Somerset County,<100 beds,"November 20, 2023"
2734,2156,231401561,Fulton County Medical Center,Fulton County Medical Center,214 Peach Orchard Road,Mcconnellsburg,PA,17233,42057,21,N,N,N,N,391303,Fulton County,<100 beds,"November 20, 2023"
2735,2157,240701920,Bucktail Medical Center,Bucktail Medical Center,1001 Pine Street,Renovo,PA,17764,42035,16,N,N,N,N,391304,Clinton County,<100 beds,"November 20, 2023"
2736,2158,240800337,Troy Community Hospital,Troy Community Hospital,275 Guthrie Drive,Troy,PA,16947,42015,25,N,N,N,N,391305,Bradford County,<100 beds,"November 20, 2023"
2737,2159,232720289,Endless Mountains Health Systems,Endless Mountains Health Systems,100 Hospital Drive,Montrose,PA,18801,42115,25,N,N,N,N,391306,Susquehanna County,<100 beds,"November 20, 2023"
2738,2160,231440116,Tyrone Hospital,Tyrone Hospital,One Hospital Drive,Tyrone,PA,16686,42013,25,N,Y,N,N,391307,Blair County,<100 beds,"November 20, 2023"
2739,2161,250987222,Corry Memorial Hospital,Corry Memorial Hospital,965 Shamrock Lane,Corry,PA,16407,42049,20,N,Y,N,Y,391308,Erie County,<100 beds,"November 20, 2023"
2740,2162,240798681,Barnes-Kasson County Hospital,Barnes-Kasson County Hospital,2872 Turnpike Street,Susquehanna,PA,18847,42115,25,N,N,N,N,391309,Susquehanna County,<100 beds,"November 20, 2023"
2741,2163,240795458,Mid-Valley Hospital,Mid Valley Hospital,1400 South Main Street,Peckville,PA,18452,42069,25,N,Y,N,N,391311,Lackawanna County,<100 beds,"November 20, 2023"
2742,2164,250984595,Brookville Hospital,Brookville Hospital,100 Hospital Road,Brookville,PA,15825,42065,35,N,N,N,N,391312,Jefferson County,<100 beds,"November 20, 2023"
2743,2165,240802108,Charles Cole Memorial Hospital,Charles Cole Memorial Hospital,1001 East 2nd Street,Coudersport,PA,16915,42105,49,N,N,N,N,391313,Potter County,<100 beds,"November 20, 2023"
2744,2092,250965579,Titusville Area Hospital,Titusville Area Hospital,406 West Oak Street,Titusville,PA,16354,42039,25,N,N,N,N,391314,Crawford County,<100 beds,"November 20, 2023"
2745,2105,250585280,Penn Highlands Elk,Penn Highlands Elk,763 Johnsonburg Rd,St Marys,PA,15857,42047,35,N,N,N,N,391315,Elk County,<100 beds,"November 20, 2023"
2746,2026,208295721,Wellsboro,Wellsboro,32-36 Central Avenue,Wellsboro,PA,16901,42117,25,N,N,N,N,391316,Tioga County,<100 beds,"November 20, 2023"
2747,2026,208295721,Upmc Childrens Hospital Of Pgh,Upmc Childrens Hospital Of Pgh,45th St And Penn Avenue,Pittsburgh,PA,15224,42003,312,N,Y,Y,Y,393302,Allegheny County,>299 beds,"November 20, 2023"
2748,2166,231352166,The Childrens Hospital Of Philadelp,The Childrens Hospital Of Philadelp,34th Street & Civic Center Blvd,Philadelphia,PA,19104,42101,514,N,Y,Y,Y,393303,Philadelphia County,>299 beds,"November 20, 2023"
2749,2167,250965292,The Childrens Home Of Pittsburgh,The Childrens Home Of Pittsburgh,5618 Kentucky Avenue,Pittsburgh,PA,15232,42003,30,N,Y,Y,N,393304,Allegheny County,<100 beds,"November 20, 2023"
2750,2168,232935278,The Childrens Institute,The Childrens Institute,6301 Northumberland Street,Pittsburgh,PA,15217,42003,62,N,Y,Y,Y,393308,Allegheny County,<100 beds,"November 20, 2023"
2751,256,362193608,Shriners Hospital For Children - Phi,Shriners Hospital For Children - Phi,3551 N Broad Street,Philadelphia,PA,19140,42101,53,N,Y,Y,N,393309,Philadelphia County,<100 beds,"November 20, 2023"
2752,2169,050259004,Memorial Hospital Of Rhode Island,Memorial Hospital Of Rhode Island,111 Brewster Street,Pawtucket,RI,02860,44007,294,N,Y,N,Y,410001,Providence County,100-299 beds,"November 20, 2023"
2753,2170,050258959,Roger Williams Medical Center,Roger Williams Hospital,825 Chalkstone Avenue,Providence,RI,02908,44007,220,N,Y,N,Y,410004,Providence County,100-299 beds,"November 20, 2023"
2754,2171,050259026,St Joseph Health Services Of Ri,St Joseph Hlth Serv Of Rhode Islan,200 High Service Avenue,North Providence,RI,02904,44007,359,N,Y,N,N,410005,Providence County,>299 beds,"November 20, 2023"
2755,2172,050258914,Newport Hospital,Newport Hospital,11 Friendship Street,Newport,RI,02840,44005,129,N,Y,N,Y,410006,Newport County,100-299 beds,"November 20, 2023"
2756,2173,050258954,Rhode Island Hospital,Rhode Island Hospital,593 Eddy Street,Providence,RI,02901,44007,719,N,Y,N,Y,410007,Providence County,>299 beds,"November 20, 2023"
2757,2174,050445136,South County Hospital,South County Hospital,100 Kenyon Avenue,Wakefield,RI,02879,44009,100,N,Y,N,N,410008,Washington County,100-299 beds,"November 20, 2023"
2758,2175,050258896,Kent County Memorial Hospital,Kent County Memorial Hospital,455 Toll Gate Road,Warwick,RI,02886,44003,359,N,Y,N,Y,410009,Kent County,>299 beds,"November 20, 2023"
2759,2176,050258937,Women & Infants Hospital,Women & Infants Hospital,101 Dudley Street,Providence,RI,02905,44007,167,N,Y,N,Y,410010,Providence County,100-299 beds,"November 20, 2023"
2760,165,208065139,Landmark Medical Center,Landmark Medical Center,115 Cass Avenue,Woonsocket,RI,02895,44007,214,N,Y,N,Y,410011,Providence County,100-299 beds,"November 20, 2023"
2761,2178,050258905,The Miriam Hospital,The Miriam Hospital,164 Summit Avenue,Providence,RI,02906,44007,247,N,Y,N,Y,410012,Providence County,100-299 beds,"November 20, 2023"
2762,2180,460543230,The Westerly Hospital,The Westerly Hospital,25 Wells Street,Westerly,RI,02891,44009,116,N,Y,N,N,410013,Washington County,100-299 beds,"November 20, 2023"
2763,2181,510473471,Mcleod Medical Center - Dillon,Mcleod Medical Center - Dillon,301 East Jackson Street,Dillon,SC,29536,45033,92,N,N,N,N,420005,Dillon County,<100 beds,"November 20, 2023"
2764,2183,811723202,Oconee Memorial Hospital,Oconee Memorial Hospital,298 Memorial Drive,Seneca,SC,29672,45073,169,N,N,N,Y,420009,Oconee County,100-299 beds,"November 20, 2023"
2765,2184,570342027,Cannon Memorial Hospital,Cannon Memorial Hospital,123 Wg Acker Drive,Pickens,SC,29671,45077,55,N,Y,N,N,420011,Pickens County,<100 beds,"November 20, 2023"
2766,2183,811723202,Ph Baptist Easley Hospital,Ph Baptist Easley Hospital,200 Fleetwood Drive,Easley,SC,29641,45077,109,N,Y,N,N,420015,Pickens County,100-299 beds,"November 20, 2023"
2767,2186,582296052,Prisma Health Richland Hospital,Prisma Health Richland Hospital,5 Richland Medical Park Drive,Columbia,SC,29203,45079,649,N,Y,N,Y,420018,Richland County,>299 beds,"November 20, 2023"
2768,2187,570341194,Georgetown Memorial Hospital,Georgetown Memorial Hospital,606 Black River Road,Georgetown,SC,29442,45043,131,N,N,N,Y,420020,Georgetown County,100-299 beds,"November 20, 2023"
2769,2188,582504530,St Francis Hospital Inc,St Francis Hospital Inc,One St Francis Drive,Greenville,SC,29601,45045,245,N,Y,N,Y,420023,Greenville County,100-299 beds,"November 20, 2023"
2770,2189,570314409,Providence Hospital,Providence Hospital,2435 Forest Dive,Columbia,SC,29204,45079,258,N,Y,N,N,420026,Richland County,100-299 beds,"November 20, 2023"
2771,2190,570359174,Anmed Health,Anmed Health,800 North Fant Street,Anderson,SC,29621,45007,533,N,Y,N,Y,420027,Anderson County,>299 beds,"November 20, 2023"
2772,2183,811723202,Ph Greer Memorial Hospital,Ph Greer Memorial Hospital,830 South Buncombe Road,Greer,SC,29650,45045,82,N,Y,N,Y,420033,Greenville County,<100 beds,"November 20, 2023"
2773,2183,811723202,Ph Hillcrest Hospital,Ph Hillcrest Hospital,729 Southeast Main Street,Simpsonville,SC,29681,45045,43,N,Y,N,Y,420037,Greenville County,<100 beds,"November 20, 2023"
2774,2183,811723202,Ph Laurens County Hospital,Ph Laurens County Hospital,22725 Highway 76 East,Clinton,SC,29235,45059,76,N,Y,N,Y,420038,Laurens County,<100 beds,"November 20, 2023"
2775,1737,561373175,Novant Health Gaffney Medical Center,,1530 N Limestone St,Gaffney,SC,29340,45021,125,N,N,N,N,420043,Cherokee County,100-299 beds,"November 20, 2023"
2776,2191,576005963,Kershaw Health,Kershawhealth,"Haile And Roberts Streets, Box 7003",Camden,SC,29020,45055,121,N,Y,N,N,420048,Kershaw County,100-299 beds,"November 20, 2023"
2777,2192,570314381,Conway Hospital,Conway Hospital,300 Singleton Ridge Road,Conway,SC,29526,45051,210,N,Y,N,Y,420049,Horry County,100-299 beds,"November 20, 2023"
2778,2193,570370242,Mcleod Regional Medical Center,Mcleod Regional Medical Center,555 East Cheves Street,Florence,SC,59506,45041,461,N,Y,N,Y,420051,Florence County,>299 beds,"November 20, 2023"
2779,2193,570370242,Mcleod Med Ctr - Darlington,Mcleod Med Ctr - Darlington,701 Cashua Ferry Road,Darlington,SC,29532,45031,72,N,Y,N,N,420057,Darlington County,<100 beds,"November 20, 2023"
2780,2194,571067254,Bon Secours St Francis Xavier Hospi,Bon Secours St Francis Xavier Hospi,2095 Henry Tecklenburg Drive,Charleston,SC,29414,45019,204,N,Y,N,N,420065,Charleston County,100-299 beds,"November 20, 2023"
2781,2196,474914917,Prisma Health Tuomey Hospital,Prisma Health Tuomey Hospital,129 N Washington Street,Sumter,SC,29150,45085,283,N,Y,N,Y,420070,Sumter County,100-299 beds,"November 20, 2023"
2782,2197,571017988,Hampton Regional Medical Center,Hampton Regional Medical Center,503 Carolina West,Varnville,SC,29944,45049,32,N,N,N,N,420072,Hampton County,<100 beds,"November 20, 2023"
2783,2198,852276567,Lexington Medical Center,Lexington Medical Center,2720 Sunset Blvd,West Columbia,SC,29169,45063,460,N,Y,N,N,420073,Lexington County,>299 beds,"November 20, 2023"
2784,2183,811723202,Ghs Greenville Memorial Hospital,Ghs Greenville Memorial Hospital,701 Grove Rd,Greenville,SC,29605,45045,845,N,Y,N,Y,420078,Greenville County,>299 beds,"November 20, 2023"
2785,2186,582296052,Prisma Health Baptist Hospital,Prisma Health Baptist Hospital,1333 Taylor Street,Columbia,SC,29202,45079,352,N,Y,N,Y,420086,Richland County,>299 beds,"November 20, 2023"
2786,2199,570828733,Roper Hospital  Inc,Roper Hospital  Inc,316 Calhoun St,Charleston,SC,29401,45019,368,N,Y,N,N,420087,Charleston County,>299 beds,"November 20, 2023"
2787,2200,043633263,Waccamaw Community Hospital,Waccamaw Community Hospital,4070 Highway 17,Murrells Inlet,SC,29576,45043,124,N,N,N,Y,420098,Georgetown County,100-299 beds,"November 20, 2023"
2788,2183,811723202,Ph Patewood Hospital,Ph Patewood Hospital,175 Patewood Drive,Greenville,SC,29615,45045,72,N,Y,N,Y,420102,Greenville County,<100 beds,"November 20, 2023"
2789,2201,570360499,Roper St Francis Mt Pleasant Hospit,Roper St Francis Mt Pleasant Hospit,3500 Highway 17 North,Mt Pleasant,SC,29466,45019,85,N,Y,N,N,420104,Charleston County,<100 beds,"November 20, 2023"
2790,2202,453576100,Mcleod Loris Seacoast Hospital,Mcleod Loris Seacoast Hospital,3655 Mitchell Street,Loris,SC,29569,45051,105,N,Y,N,N,420105,Horry County,100-299 beds,"November 20, 2023"
2791,2186,582296052,Ph Baptist Parkridge Hospital,Ph Baptist Parkridge Hospital,400 Palmetto Health Parkway,Columbia,SC,29212,45063,76,N,Y,N,Y,420106,Lexington County,<100 beds,"November 20, 2023"
2792,2203,473712858,Mcleod Health Cheraw,Mcleod Health Cheraw,Highway 9 West,Cheraw,SC,29520,45025,59,N,N,N,N,420107,Chesterfield County,<100 beds,"November 20, 2023"
2793,2204,812772554,Mcleod Health Clarendon,Mcleod Health Clarendon,10 Hospital Street,Manning,SC,29102,45027,81,N,N,N,Y,420109,Clarendon County,<100 beds,"November 20, 2023"
2794,2205,263710229,Roper St Francis Hospital-Berkeley,Roper St Francis Hospital-Berkeley,100 Callen Boulevard,Summerville,SC,29486,45015,50,N,Y,N,N,420110,Berkeley County,<100 beds,"November 20, 2023"
2795,2206,570468486,Williamsburg Regional Hospital,Williamsburg Regional Hospital,Williamsburg Regional Hospital,Kingstree,SC,29556,45089,25,N,N,N,N,421303,Williamsburg County,<100 beds,"November 20, 2023"
2796,2207,830893719,Edgefield County Healthcare,Edgefield County Healthcare,300 Ridge Medical Plaza,Edgefield,SC,29824,45037,25,N,Y,N,N,421304,Edgefield County,<100 beds,"November 20, 2023"
2797,256,362193608,Shriners Hospitals For Children,Shriners Hospitals For Children,950 West Faris Road,Greenville,SC,29605,45045,50,N,Y,Y,N,423300,Greenville County,<100 beds,"November 20, 2023"
2798,2208,460391067,Prairie Lakes Health Care Center,Prairie Lakes Health Care Center,401 9th Ave Nw,Watertown,SD,57201,46029,81,N,N,N,N,430005,Codington County,<100 beds,"November 20, 2023"
2799,1438,460225483,Avera Sacred Heart Hospital,Avera Sacred Heart Hospital,501 Summit St,Yankton,SD,57078,46135,144,N,N,N,Y,430012,Yankton County,100-299 beds,"November 20, 2023"
2800,2209,460224604,Avera Queen Of Peace,,525 N Foster,Mitchell,SD,57301,46035,67,N,N,N,N,430013,Davison County,<100 beds,"November 20, 2023"
2801,2210,460224598,Avera St Lukes,Avera St Lukes,305 South State Street,Aberdeen,SD,57402,46013,109,Y,N,N,Y,430014,Brown County,100-299 beds,"November 20, 2023"
2802,2211,460230199,Avera St Marys,Avera St Marys,801 E Sioux Avenue,Pierre,SD,57501,46065,60,N,N,N,Y,430015,Hughes County,<100 beds,"November 20, 2023"
2803,754,460224743,Avera Mckennan,Avera Mckennan,1325 South Cliff,Sioux Falls,SD,57117,46099,505,N,Y,N,Y,430016,Minnehaha County,>299 beds,"November 20, 2023"
2804,753,453791176,Sanford Usd Medical Center,Sanford Usd Medical Center,1305 W 18th St,Sioux Falls,SD,57117,46099,545,N,Y,N,Y,430027,Minnehaha County,>299 beds,"November 20, 2023"
2805,2212,460360899,Monument Health Spearfish Hospital,Monument Health Spearfish Hospital,1440 North Main,Spearfish,SD,57783,46081,44,N,N,N,N,430048,Lawrence County,<100 beds,"November 20, 2023"
2806,2213,460308990,Holy Infant Hospital,,"512 Main Street, Box 158",Hoven,SD,57450,46107,22,N,N,N,N,430060,Potter County,<100 beds,"November 20, 2023"
2807,2214,460319070,Monument Health Rapid City Hospital,Monument Health Rapid City Hospital,353 Fairmont Blvd,Rapid City,SD,57701,46103,417,N,Y,N,Y,430077,Pennington County,>299 beds,"November 20, 2023"
2808,736,311373080,Siouxland Surgery Center,Siouxland Surgery Center,600 Sioux Point Road,Dakota Dunes,SD,57049,46127,40,N,Y,N,N,430089,Union County,<100 beds,"November 20, 2023"
2809,2214,460319070,Same Day Surgery Center,Same Day Surgery Center,651 Cathedral Drive,Rapid City,SD,57701,46103,6,N,Y,N,N,430093,Pennington County,<100 beds,"November 20, 2023"
2810,2215,460372454,Spearfish Regional Surgery Center,Spearfish Regional Surgery Center,1316 10th St,Spearfish,SD,57783,46081,4,N,N,N,N,430094,Lawrence County,<100 beds,"November 20, 2023"
2811,754,460224743,Avera Heart Hospital Of South Dakota,Avera Heart Hospital Of South Dakota,4500 West 69th Street,Sioux Falls,SD,57105,46099,53,N,Y,N,Y,430095,Minnehaha County,<100 beds,"November 20, 2023"
